TransactionID,OrderID,Order Date,Quantity,ProductID,RepID,ChannelID,PaymentID,SegmentID,CustomerID
TRX103054,ORD682520,28/12/2023,7,P0225,R1006,C-1002,PM-1125,SID-1004,C22985
TRX103701,ORD548259,28/12/2023,6,P1894,R1007,C-1003,PM-1126,SID-1001,C27773
TRX101160,ORD630194,29/12/2023,5,P4355,R1008,C-1004,PM-1127,SID-1002,C29562
TRX101830,ORD641145,29/12/2023,4,P4309,R1009,C-1001,PM-1122,SID-1003,C22735
TRX102659,ORD617421,29/12/2023,1,P2707,R1010,C-1002,PM-1123,SID-1001,C27679
TRX104571,ORD587318,29/12/2023,4,P7603,R1001,C-1001,PM-1124,SID-1002,C26673
TRX101797,ORD583452,30/12/2023,7,P8444,R1002,C-1001,PM-1125,SID-1001,C27244
TRX101896,ORD654626,30/12/2023,5,P1566,R1003,C-1002,PM-1126,SID-1002,C22672
TRX102119,ORD602140,01/01/2024,5,P3193,R1004,C-1003,PM-1127,SID-1003,C26271
TRX104964,ORD608685,02/01/2024,3,P9484,R1005,C-1004,PM-1122,SID-1001,C28234
TRX100405,ORD608388,02/01/2024,3,P2653,R1006,C-1001,PM-1123,SID-1002,C23541
TRX101392,ORD566958,02/01/2024,6,P0126,R1006,C-1002,PM-1124,SID-1003,C23526
TRX102834,ORD502912,03/01/2024,1,P6794,R1001,C-1003,PM-1125,SID-1004,C26479
TRX103629,ORD697400,03/01/2024,8,P5552,R1002,C-1004,PM-1126,SID-1001,C20420
TRX100230,ORD580978,03/01/2024,3,P7834,R1003,C-1001,PM-1127,SID-1002,C27082
TRX101500,ORD674582,03/01/2024,3,P1628,R1004,C-1002,PM-1122,SID-1003,C22334
TRX102250,ORD657827,04/01/2024,5,P5107,R1005,C-1003,PM-1123,SID-1004,C26039
TRX102713,ORD666152,04/01/2024,9,P0481,R1006,C-1004,PM-1124,SID-1001,C21225
TRX100742,ORD532032,04/01/2024,2,P1840,R1007,C-1002,PM-1125,SID-1002,C29961
TRX103692,ORD651401,04/01/2024,7,P6454,R1008,C-1002,PM-1126,SID-1003,C29709
TRX100070,ORD597993,05/01/2024,2,P4101,R1009,C-1003,PM-1127,SID-1004,C24476
TRX102950,ORD536889,05/01/2024,3,P2359,R1010,C-1002,PM-1122,SID-1001,C27462
TRX104157,ORD659410,05/01/2024,2,P7251,R1001,C-1003,PM-1123,SID-1001,C28379
TRX104486,ORD547387,05/01/2024,1,P4495,R1001,C-1004,PM-1124,SID-1002,C28782
TRX102793,ORD639732,05/01/2024,6,P0225,R1002,C-1002,PM-1125,SID-1001,C20797
TRX103578,ORD507258,05/01/2024,2,P1894,R1001,C-1002,PM-1126,SID-1002,C20215
TRX103753,ORD622470,05/01/2024,6,P4355,R1002,C-1002,PM-1127,SID-1003,C29994
TRX101820,ORD629982,05/01/2024,4,P4309,R1003,C-1002,PM-1122,SID-1004,C29637
TRX101857,ORD562213,06/01/2024,2,P2707,R1004,C-1002,PM-1123,SID-1001,C20870
TRX104833,ORD555264,06/01/2024,3,P7603,R1005,C-1002,PM-1124,SID-1002,C24971
TRX100401,ORD594492,06/01/2024,5,P8444,R1006,C-1003,PM-1125,SID-1003,C21106
TRX103679,ORD573069,06/01/2024,4,P1566,R1007,C-1002,PM-1126,SID-1001,C22795
TRX104360,ORD561608,06/01/2024,7,P3193,R1001,C-1003,PM-1127,SID-1002,C27415
TRX104767,ORD694301,06/01/2024,4,P9484,R1002,C-1004,PM-1122,SID-1001,C24426
TRX101300,ORD597408,07/01/2024,5,P2653,R1003,C-1002,PM-1123,SID-1002,C22427
TRX103209,ORD691663,07/01/2024,4,P0126,R1004,C-1003,PM-1124,SID-1003,C24253
TRX103561,ORD507747,07/01/2024,6,P6794,R1005,C-1004,PM-1125,SID-1001,C21684
TRX104317,ORD571013,07/01/2024,3,P5552,R1006,C-1002,PM-1126,SID-1002,C26358
TRX104663,ORD599445,08/01/2024,4,P7834,R1007,C-1003,PM-1127,SID-1003,C25468
TRX101099,ORD659206,08/01/2024,6,P1628,R1008,C-1004,PM-1122,SID-1004,C22248
TRX101263,ORD697084,08/01/2024,8,P5107,R1009,C-1001,PM-1123,SID-1001,C28222
TRX103698,ORD644593,09/01/2024,5,P0481,R1010,C-1002,PM-1124,SID-1002,C28807
TRX104141,ORD520922,09/01/2024,3,P1840,R1001,C-1003,PM-1125,SID-1003,C22894
TRX104390,ORD690895,09/01/2024,3,P6454,R1002,C-1004,PM-1126,SID-1004,C29800
TRX104599,ORD542039,09/01/2024,4,P4101,R1003,C-1001,PM-1127,SID-1001,C21785
TRX104867,ORD556099,09/01/2024,5,P2359,R1004,C-1002,PM-1122,SID-1002,C22968
TRX104925,ORD647978,09/01/2024,8,P7251,R1005,C-1001,PM-1123,SID-1003,C20787
TRX100039,ORD513081,10/01/2024,4,P4495,R1006,C-1001,PM-1124,SID-1004,C20377
TRX101145,ORD524295,10/01/2024,3,P0225,R1006,C-1002,PM-1125,SID-1001,C27173
TRX102619,ORD622440,10/01/2024,3,P1894,R1001,C-1003,PM-1126,SID-1001,C25771
TRX103094,ORD670368,10/01/2024,2,P4355,R1002,C-1004,PM-1127,SID-1002,C29804
TRX103659,ORD568443,10/01/2024,6,P4309,R1003,C-1001,PM-1122,SID-1001,C27055
TRX104256,ORD633248,11/01/2024,4,P2707,R1004,C-1002,PM-1123,SID-1002,C24940
TRX102387,ORD505234,11/01/2024,3,P7603,R1005,C-1003,PM-1124,SID-1003,C25496
TRX102622,ORD633544,11/01/2024,4,P8444,R1006,C-1004,PM-1125,SID-1004,C23451
TRX102943,ORD523962,11/01/2024,4,P1566,R1007,C-1001,PM-1126,SID-1001,C24717
TRX104861,ORD688646,12/01/2024,4,P3193,R1008,C-1002,PM-1127,SID-1002,C26486
TRX102819,ORD502019,12/01/2024,7,P9484,R1009,C-1003,PM-1122,SID-1003,C25385
TRX103429,ORD696260,12/01/2024,3,P2653,R1010,C-1004,PM-1123,SID-1001,C21463
TRX104350,ORD576072,12/01/2024,2,P0126,R1001,C-1002,PM-1124,SID-1002,C21070
TRX101804,ORD673192,12/01/2024,5,P6794,R1001,C-1002,PM-1125,SID-1001,C23717
TRX102813,ORD663076,12/01/2024,3,P5552,R1002,C-1003,PM-1126,SID-1002,C28520
TRX103245,ORD665649,12/01/2024,2,P7834,R1001,C-1002,PM-1127,SID-1003,C29647
TRX103857,ORD629749,13/01/2024,1,P1628,R1002,C-1003,PM-1122,SID-1001,C29326
TRX104037,ORD696947,13/01/2024,3,P5107,R1003,C-1004,PM-1123,SID-1002,C21728
TRX104683,ORD573544,13/01/2024,2,P0481,R1004,C-1002,PM-1124,SID-1003,C25134
TRX100801,ORD588862,14/01/2024,3,P1840,R1005,C-1002,PM-1125,SID-1004,C27003
TRX101977,ORD677846,15/01/2024,3,P6454,R1006,C-1002,PM-1126,SID-1001,C25108
TRX102867,ORD616898,15/01/2024,4,P4101,R1007,C-1002,PM-1127,SID-1002,C23858
TRX103342,ORD693162,15/01/2024,6,P2359,R1001,C-1002,PM-1122,SID-1003,C21167
TRX104937,ORD674610,16/01/2024,5,P7251,R1002,C-1002,PM-1123,SID-1004,C22105
TRX100053,ORD690648,16/01/2024,4,P4495,R1003,C-1003,PM-1124,SID-1001,C29374
TRX100969,ORD613191,16/01/2024,3,P0225,R1004,C-1002,PM-1125,SID-1002,C26051
TRX101968,ORD653783,16/01/2024,7,P1894,R1005,C-1003,PM-1126,SID-1003,C21807
TRX102420,ORD652918,17/01/2024,4,P4355,R1006,C-1004,PM-1127,SID-1004,C22988
TRX100111,ORD597090,17/01/2024,5,P4309,R1007,C-1002,PM-1122,SID-1001,C23365
TRX100710,ORD572335,17/01/2024,3,P2707,R1008,C-1003,PM-1123,SID-1001,C24742
TRX101315,ORD617185,18/01/2024,4,P7603,R1009,C-1004,PM-1124,SID-1002,C28349
TRX101522,ORD680760,18/01/2024,3,P8444,R1010,C-1002,PM-1125,SID-1001,C20468
TRX101661,ORD625197,18/01/2024,5,P1566,R1001,C-1003,PM-1126,SID-1002,C26258
TRX101916,ORD604290,18/01/2024,6,P3193,R1002,C-1004,PM-1127,SID-1003,C24637
TRX104982,ORD591183,19/01/2024,3,P9484,R1003,C-1001,PM-1122,SID-1004,C28408
TRX101259,ORD582745,19/01/2024,5,P2653,R1004,C-1002,PM-1123,SID-1001,C27759
TRX101663,ORD585008,19/01/2024,8,P0126,R1005,C-1003,PM-1124,SID-1002,C25499
TRX102142,ORD625843,20/01/2024,5,P6794,R1006,C-1004,PM-1125,SID-1003,C27580
TRX100164,ORD618504,20/01/2024,4,P5552,R1006,C-1001,PM-1126,SID-1001,C22460
TRX101904,ORD631410,20/01/2024,4,P7834,R1001,C-1002,PM-1127,SID-1002,C28516
TRX104470,ORD633642,20/01/2024,5,P1628,R1002,C-1001,PM-1122,SID-1001,C26290
TRX104479,ORD650469,20/01/2024,2,P5107,R1003,C-1001,PM-1123,SID-1002,C26303
TRX100470,ORD637973,21/01/2024,3,P0481,R1004,C-1002,PM-1124,SID-1003,C29939
TRX101623,ORD665580,21/01/2024,6,P1840,R1005,C-1003,PM-1125,SID-1001,C27548
TRX103448,ORD536445,22/01/2024,4,P6454,R1006,C-1004,PM-1126,SID-1002,C21731
TRX104910,ORD613274,22/01/2024,3,P4101,R1007,C-1001,PM-1127,SID-1003,C22955
TRX100399,ORD508298,23/01/2024,7,P2359,R1008,C-1002,PM-1122,SID-1004,C27501
TRX101693,ORD516268,23/01/2024,5,P7251,R1009,C-1003,PM-1123,SID-1001,C20886
TRX104851,ORD589817,23/01/2024,5,P4495,R1010,C-1004,PM-1124,SID-1002,C27111
TRX100067,ORD564416,23/01/2024,6,P0225,R1001,C-1001,PM-1125,SID-1003,C22929
TRX101175,ORD632619,23/01/2024,4,P1894,R1001,C-1002,PM-1126,SID-1004,C25323
TRX102908,ORD536062,24/01/2024,4,P4355,R1002,C-1003,PM-1127,SID-1001,C20235
TRX103736,ORD528766,24/01/2024,2,P4309,R1001,C-1004,PM-1122,SID-1002,C26058
TRX102160,ORD678110,24/01/2024,2,P2707,R1002,C-1002,PM-1123,SID-1003,C29368
TRX103348,ORD520352,24/01/2024,3,P7603,R1003,C-1002,PM-1124,SID-1004,C27018
TRX104955,ORD521680,25/01/2024,2,P8444,R1004,C-1003,PM-1125,SID-1001,C23046
TRX101185,ORD582316,25/01/2024,4,P1566,R1005,C-1002,PM-1126,SID-1001,C25769
TRX101201,ORD540233,25/01/2024,4,P3193,R1006,C-1003,PM-1127,SID-1002,C22805
TRX102133,ORD662221,25/01/2024,5,P9484,R1007,C-1004,PM-1122,SID-1001,C22338
TRX102135,ORD511333,26/01/2024,5,P2653,R1001,C-1002,PM-1123,SID-1002,C22802
TRX103038,ORD538772,26/01/2024,3,P0126,R1002,C-1002,PM-1124,SID-1003,C23066
TRX104899,ORD609141,26/01/2024,5,P6794,R1003,C-1002,PM-1125,SID-1004,C24252
TRX101915,ORD511673,26/01/2024,3,P5552,R1004,C-1002,PM-1126,SID-1001,C28825
TRX104270,ORD654221,26/01/2024,7,P7834,R1005,C-1002,PM-1127,SID-1002,C20173
TRX101930,ORD637119,26/01/2024,3,P1628,R1006,C-1002,PM-1122,SID-1003,C26647
TRX103130,ORD621398,27/01/2024,2,P5107,R1007,C-1003,PM-1123,SID-1001,C22369
TRX101261,ORD537794,27/01/2024,4,P0481,R1008,C-1002,PM-1124,SID-1002,C25366
TRX101409,ORD664416,27/01/2024,2,P1840,R1009,C-1003,PM-1125,SID-1001,C20716
TRX101871,ORD500550,27/01/2024,1,P6454,R1010,C-1004,PM-1126,SID-1002,C26120
TRX102399,ORD576300,28/01/2024,3,P4101,R1001,C-1002,PM-1127,SID-1003,C21797
TRX103281,ORD664517,29/01/2024,9,P2359,R1002,C-1003,PM-1122,SID-1001,C29628
TRX101705,ORD624012,29/01/2024,4,P7251,R1003,C-1004,PM-1123,SID-1002,C28230
TRX101862,ORD682365,29/01/2024,3,P4495,R1004,C-1002,PM-1124,SID-1003,C25426
TRX103434,ORD519441,30/01/2024,3,P0225,R1005,C-1003,PM-1125,SID-1004,C28755
TRX104624,ORD580532,30/01/2024,4,P1894,R1006,C-1004,PM-1126,SID-1001,C25337
TRX101209,ORD648976,30/01/2024,3,P4355,R1006,C-1001,PM-1127,SID-1002,C24753
TRX102196,ORD515845,30/01/2024,6,P4309,R1001,C-1002,PM-1122,SID-1003,C21100
TRX103489,ORD633329,30/01/2024,4,P2707,R1002,C-1003,PM-1123,SID-1004,C20369
TRX104040,ORD613115,31/01/2024,4,P7603,R1003,C-1004,PM-1124,SID-1001,C24766
TRX100673,ORD546630,31/01/2024,3,P8444,R1004,C-1001,PM-1125,SID-1002,C24281
TRX100769,ORD676880,01/02/2024,3,P1566,R1005,C-1002,PM-1126,SID-1003,C23748
TRX101588,ORD562485,01/02/2024,2,P3193,R1006,C-1001,PM-1127,SID-1004,C24441
TRX101980,ORD622688,01/02/2024,3,P9484,R1007,C-1001,PM-1122,SID-1001,C28138
TRX103200,ORD665676,01/02/2024,3,P2653,R1008,C-1002,PM-1123,SID-1001,C25582
TRX103481,ORD611205,02/02/2024,4,P0126,R1009,C-1003,PM-1124,SID-1002,C25805
TRX100340,ORD533346,02/02/2024,5,P6794,R1010,C-1004,PM-1125,SID-1001,C24320
TRX100391,ORD582516,02/02/2024,4,P5552,R1001,C-1001,PM-1126,SID-1002,C27111
TRX103886,ORD546907,02/02/2024,1,P7834,R1001,C-1002,PM-1127,SID-1003,C22929
TRX104932,ORD532359,03/02/2024,4,P1628,R1002,C-1003,PM-1122,SID-1004,C25323
TRX101445,ORD532868,03/02/2024,6,P5107,R1001,C-1004,PM-1123,SID-1001,C20235
TRX100069,ORD648549,03/02/2024,5,P0481,R1002,C-1001,PM-1124,SID-1002,C26058
TRX100701,ORD633775,03/02/2024,2,P1840,R1003,C-1002,PM-1125,SID-1003,C29368
TRX101254,ORD608727,04/02/2024,2,P6454,R1004,C-1003,PM-1126,SID-1001,C27018
TRX102080,ORD632269,04/02/2024,4,P4101,R1005,C-1004,PM-1127,SID-1002,C23046
TRX101242,ORD664201,04/02/2024,4,P2359,R1006,C-1002,PM-1122,SID-1001,C25769
TRX101923,ORD563647,04/02/2024,4,P7251,R1007,C-1002,PM-1123,SID-1002,C22805
TRX102584,ORD537677,04/02/2024,6,P4495,R1001,C-1003,PM-1124,SID-1003,C22338
TRX102630,ORD603623,04/02/2024,2,P0225,R1002,C-1002,PM-1125,SID-1001,C22802
TRX103884,ORD699029,04/02/2024,6,P1894,R1003,C-1003,PM-1126,SID-1002,C23066
TRX101214,ORD677480,04/02/2024,3,P4355,R1004,C-1004,PM-1127,SID-1003,C24252
TRX101721,ORD529668,05/02/2024,2,P4309,R1005,C-1002,PM-1122,SID-1004,C28825
TRX101924,ORD549997,05/02/2024,3,P2707,R1006,C-1002,PM-1123,SID-1001,C20173
TRX103248,ORD592825,05/02/2024,3,P7603,R1007,C-1002,PM-1124,SID-1002,C26647
TRX103412,ORD614706,05/02/2024,5,P8444,R1008,C-1002,PM-1125,SID-1003,C22369
TRX104162,ORD625817,05/02/2024,1,P1566,R1009,C-1002,PM-1126,SID-1004,C25366
TRX103522,ORD697659,05/02/2024,2,P3193,R1010,C-1002,PM-1127,SID-1001,C20716
TRX103602,ORD549119,06/02/2024,3,P9484,R1001,C-1003,PM-1122,SID-1002,C26120
TRX103994,ORD532425,06/02/2024,3,P2653,R1002,C-1002,PM-1123,SID-1003,C21797
TRX104048,ORD643198,06/02/2024,3,P0126,R1003,C-1003,PM-1124,SID-1004,C29628
TRX101382,ORD620037,06/02/2024,5,P6794,R1004,C-1004,PM-1125,SID-1001,C28230
TRX101624,ORD661013,07/02/2024,4,P5552,R1005,C-1002,PM-1126,SID-1001,C25426
TRX103463,ORD675798,07/02/2024,3,P7834,R1006,C-1003,PM-1127,SID-1002,C27111
TRX104365,ORD565950,07/02/2024,2,P1628,R1006,C-1004,PM-1122,SID-1001,C22929
TRX100189,ORD699972,08/02/2024,5,P5107,R1001,C-1002,PM-1123,SID-1002,C25323
TRX101817,ORD569466,08/02/2024,5,P0481,R1002,C-1003,PM-1124,SID-1003,C20235
TRX102157,ORD519182,08/02/2024,6,P1840,R1003,C-1004,PM-1125,SID-1004,C26058
TRX102682,ORD658249,08/02/2024,4,P6454,R1004,C-1001,PM-1126,SID-1001,C29368
TRX102717,ORD621099,08/02/2024,5,P4101,R1005,C-1002,PM-1127,SID-1002,C27018
TRX103069,ORD644450,08/02/2024,3,P2359,R1006,C-1003,PM-1122,SID-1003,C23046
TRX104224,ORD581964,09/02/2024,6,P7251,R1007,C-1004,PM-1123,SID-1001,C25769
TRX104790,ORD694042,10/02/2024,5,P4495,R1008,C-1001,PM-1124,SID-1002,C22805
TRX100154,ORD684482,10/02/2024,6,P0225,R1009,C-1002,PM-1125,SID-1001,C22338
TRX101743,ORD647003,10/02/2024,5,P1894,R1010,C-1001,PM-1126,SID-1002,C22802
TRX102408,ORD583199,10/02/2024,3,P4355,R1001,C-1001,PM-1127,SID-1003,C23066
TRX103738,ORD689849,10/02/2024,3,P4309,R1001,C-1002,PM-1122,SID-1001,C24252
TRX104017,ORD535288,11/02/2024,5,P2707,R1002,C-1003,PM-1123,SID-1002,C28825
TRX104491,ORD546786,11/02/2024,4,P7603,R1001,C-1004,PM-1124,SID-1003,C20173
TRX101373,ORD654092,11/02/2024,3,P8444,R1002,C-1001,PM-1125,SID-1004,C26647
TRX102474,ORD586093,11/02/2024,4,P1566,R1003,C-1002,PM-1126,SID-1001,C22369
TRX102970,ORD544961,11/02/2024,6,P3193,R1004,C-1003,PM-1127,SID-1002,C25366
TRX104101,ORD666655,12/02/2024,5,P9484,R1005,C-1004,PM-1122,SID-1003,C20716
TRX101100,ORD643218,12/02/2024,6,P2653,R1006,C-1001,PM-1123,SID-1004,C26120
TRX101747,ORD555909,12/02/2024,2,P0126,R1007,C-1002,PM-1124,SID-1001,C21797
TRX104708,ORD585944,12/02/2024,6,P6794,R1001,C-1003,PM-1125,SID-1002,C29628
TRX100685,ORD645791,12/02/2024,3,P5552,R1002,C-1004,PM-1126,SID-1003,C28230
TRX102795,ORD679678,13/02/2024,7,P7834,R1003,C-1002,PM-1127,SID-1004,C25426
TRX103192,ORD589020,14/02/2024,7,P1628,R1004,C-1002,PM-1122,SID-1001,C28755
TRX103805,ORD592352,15/02/2024,4,P5107,R1005,C-1003,PM-1123,SID-1001,C25337
TRX103822,ORD518316,15/02/2024,2,P0481,R1006,C-1002,PM-1124,SID-1002,C24753
TRX104272,ORD618192,15/02/2024,2,P1840,R1007,C-1003,PM-1125,SID-1001,C21100
TRX102478,ORD568177,15/02/2024,4,P6454,R1008,C-1004,PM-1126,SID-1002,C20369
TRX101440,ORD660193,16/02/2024,4,P4101,R1009,C-1002,PM-1127,SID-1003,C24766
TRX102561,ORD670828,16/02/2024,3,P2359,R1010,C-1002,PM-1122,SID-1004,C24281
TRX102905,ORD696914,16/02/2024,5,P7251,R1001,C-1002,PM-1123,SID-1001,C23748
TRX103506,ORD654055,16/02/2024,5,P4495,R1002,C-1002,PM-1124,SID-1002,C24441
TRX104960,ORD553112,16/02/2024,3,P0225,R1003,C-1002,PM-1125,SID-1003,C28138
TRX101654,ORD583028,16/02/2024,6,P1894,R1004,C-1002,PM-1126,SID-1001,C25582
TRX101684,ORD542310,16/02/2024,4,P4355,R1005,C-1003,PM-1127,SID-1002,C25805
TRX102243,ORD556839,17/02/2024,5,P4309,R1006,C-1002,PM-1122,SID-1001,C24320
TRX104087,ORD616285,17/02/2024,4,P2707,R1006,C-1003,PM-1123,SID-1002,C25681
TRX104953,ORD685247,17/02/2024,6,P7603,R1001,C-1004,PM-1124,SID-1003,C22241
TRX101035,ORD536865,17/02/2024,2,P8444,R1002,C-1002,PM-1125,SID-1001,C22182
TRX102590,ORD576147,18/02/2024,5,P1566,R1003,C-1003,PM-1126,SID-1002,C20036
TRX102729,ORD617083,18/02/2024,1,P3193,R1004,C-1004,PM-1127,SID-1003,C24831
TRX102931,ORD569647,18/02/2024,5,P9484,R1005,C-1002,PM-1122,SID-1004,C23614
TRX104638,ORD643865,18/02/2024,4,P2653,R1006,C-1003,PM-1123,SID-1001,C25723
TRX102477,ORD678897,18/02/2024,3,P0126,R1007,C-1004,PM-1124,SID-1002,C29894
TRX103757,ORD667444,18/02/2024,8,P6794,R1008,C-1001,PM-1125,SID-1003,C21524
TRX100047,ORD659360,18/02/2024,3,P5552,R1009,C-1002,PM-1126,SID-1004,C21478
TRX103802,ORD679401,18/02/2024,4,P7834,R1010,C-1003,PM-1127,SID-1001,C27606
TRX104438,ORD547285,18/02/2024,6,P1628,R1001,C-1004,PM-1122,SID-1002,C27713
TRX104954,ORD662040,19/02/2024,7,P5107,R1001,C-1001,PM-1123,SID-1003,C28602
TRX100268,ORD684487,19/02/2024,4,P0481,R1002,C-1002,PM-1124,SID-1004,C24726
TRX100488,ORD506385,19/02/2024,6,P1840,R1001,C-1001,PM-1125,SID-1001,C23799
TRX100640,ORD648843,19/02/2024,6,P6454,R1002,C-1001,PM-1126,SID-1001,C25544
TRX100646,ORD509678,20/02/2024,3,P4101,R1003,C-1002,PM-1127,SID-1002,C21040
TRX100734,ORD620609,20/02/2024,3,P2359,R1004,C-1003,PM-1122,SID-1001,C27167
TRX102497,ORD555086,20/02/2024,3,P7251,R1005,C-1004,PM-1123,SID-1002,C29949
TRX102728,ORD594558,20/02/2024,3,P4495,R1006,C-1001,PM-1124,SID-1003,C26243
TRX100081,ORD506762,20/02/2024,4,P0225,R1007,C-1002,PM-1125,SID-1004,C26380
TRX102273,ORD595424,21/02/2024,6,P1894,R1001,C-1003,PM-1126,SID-1001,C28722
TRX102648,ORD650784,21/02/2024,4,P4355,R1002,C-1004,PM-1127,SID-1002,C22895
TRX104389,ORD512309,21/02/2024,2,P4309,R1003,C-1001,PM-1122,SID-1003,C20458
TRX100037,ORD676153,21/02/2024,4,P2707,R1004,C-1002,PM-1123,SID-1001,C28082
TRX100063,ORD546863,21/02/2024,4,P7603,R1005,C-1003,PM-1124,SID-1002,C23298
TRX101074,ORD698805,21/02/2024,2,P8444,R1006,C-1004,PM-1125,SID-1001,C22654
TRX101495,ORD639910,21/02/2024,4,P1566,R1007,C-1002,PM-1126,SID-1002,C22333
TRX102217,ORD590794,22/02/2024,5,P3193,R1008,C-1002,PM-1127,SID-1003,C26191
TRX102799,ORD670374,23/02/2024,4,P9484,R1009,C-1003,PM-1122,SID-1001,C27222
TRX102808,ORD601352,23/02/2024,5,P2653,R1010,C-1002,PM-1123,SID-1002,C24669
TRX102883,ORD607310,23/02/2024,4,P0126,R1001,C-1003,PM-1124,SID-1003,C25286
TRX104285,ORD664565,23/02/2024,1,P6794,R1002,C-1004,PM-1125,SID-1004,C26342
TRX100603,ORD609333,23/02/2024,1,P5552,R1003,C-1002,PM-1126,SID-1001,C28870
TRX100849,ORD503799,23/02/2024,3,P7834,R1004,C-1002,PM-1127,SID-1002,C25026
TRX102616,ORD628729,24/02/2024,7,P1628,R1005,C-1002,PM-1122,SID-1003,C29913
TRX102851,ORD647568,24/02/2024,5,P5107,R1006,C-1002,PM-1123,SID-1004,C26773
TRX101047,ORD671400,24/02/2024,4,P0481,R1006,C-1002,PM-1124,SID-1001,C23205
TRX101212,ORD580637,24/02/2024,3,P1840,R1001,C-1002,PM-1125,SID-1002,C26822
TRX101348,ORD552997,24/02/2024,4,P6454,R1002,C-1003,PM-1126,SID-1003,C25828
TRX102554,ORD534465,24/02/2024,1,P4101,R1003,C-1002,PM-1127,SID-1004,C21250
TRX104584,ORD603778,24/02/2024,4,P2359,R1004,C-1003,PM-1122,SID-1001,C25473
TRX100126,ORD572752,25/02/2024,3,P7251,R1005,C-1004,PM-1123,SID-1001,C29065
TRX101143,ORD611674,25/02/2024,8,P4495,R1006,C-1002,PM-1124,SID-1002,C29529
TRX103885,ORD524024,25/02/2024,2,P0225,R1007,C-1003,PM-1125,SID-1001,C22069
TRX104179,ORD566799,25/02/2024,2,P1894,R1008,C-1004,PM-1126,SID-1002,C20479
TRX104611,ORD674907,25/02/2024,4,P4355,R1009,C-1002,PM-1127,SID-1003,C29342
TRX104700,ORD649854,26/02/2024,5,P4309,R1010,C-1003,PM-1122,SID-1004,C24739
TRX104776,ORD624812,26/02/2024,3,P2707,R1001,C-1004,PM-1123,SID-1001,C25231
TRX101710,ORD509925,26/02/2024,1,P7603,R1001,C-1001,PM-1124,SID-1002,C21205
TRX100422,ORD694126,26/02/2024,4,P8444,R1002,C-1002,PM-1125,SID-1003,C23600
TRX101112,ORD687107,26/02/2024,5,P1566,R1001,C-1003,PM-1126,SID-1001,C26159
TRX102475,ORD523343,27/02/2024,4,P3193,R1002,C-1004,PM-1127,SID-1002,C27062
TRX103284,ORD582144,27/02/2024,4,P9484,R1003,C-1001,PM-1122,SID-1001,C25146
TRX103626,ORD560996,27/02/2024,3,P2653,R1004,C-1002,PM-1123,SID-1002,C29424
TRX103658,ORD586479,28/02/2024,3,P0126,R1005,C-1001,PM-1124,SID-1003,C25142
TRX100586,ORD585946,28/02/2024,4,P6794,R1006,C-1001,PM-1125,SID-1001,C22332
TRX101041,ORD517900,28/02/2024,5,P5552,R1007,C-1002,PM-1126,SID-1002,C21194
TRX101917,ORD674605,28/02/2024,4,P7834,R1001,C-1003,PM-1127,SID-1003,C28609
TRX103276,ORD629187,29/02/2024,3,P1628,R1002,C-1004,PM-1122,SID-1004,C28416
TRX103449,ORD669896,01/03/2024,3,P5107,R1003,C-1001,PM-1123,SID-1001,C29720
TRX103649,ORD618850,01/03/2024,4,P0481,R1004,C-1002,PM-1124,SID-1002,C25863
TRX103974,ORD617037,01/03/2024,2,P1840,R1005,C-1003,PM-1125,SID-1003,C22985
TRX101010,ORD533799,01/03/2024,8,P6454,R1006,C-1004,PM-1126,SID-1004,C27773
TRX102377,ORD502628,02/03/2024,3,P4101,R1007,C-1001,PM-1127,SID-1001,C29562
TRX103077,ORD506792,02/03/2024,5,P2359,R1008,C-1002,PM-1122,SID-1002,C22735
TRX104219,ORD679723,02/03/2024,4,P7251,R1009,C-1003,PM-1123,SID-1003,C27679
TRX104238,ORD658888,02/03/2024,2,P4495,R1010,C-1004,PM-1124,SID-1004,C26673
TRX100533,ORD599060,03/03/2024,4,P0225,R1001,C-1002,PM-1125,SID-1001,C27244
TRX102095,ORD698553,03/03/2024,5,P1894,R1002,C-1002,PM-1126,SID-1001,C22672
TRX102771,ORD602390,03/03/2024,8,P4355,R1003,C-1003,PM-1127,SID-1002,C26271
TRX103099,ORD674483,03/03/2024,4,P4309,R1004,C-1002,PM-1122,SID-1001,C28234
TRX103307,ORD690454,04/03/2024,3,P2707,R1005,C-1003,PM-1123,SID-1002,C23541
TRX101139,ORD541211,04/03/2024,2,P7603,R1006,C-1004,PM-1124,SID-1003,C23526
TRX101595,ORD576339,04/03/2024,2,P8444,R1006,C-1002,PM-1125,SID-1004,C26479
TRX104539,ORD579390,04/03/2024,5,P1566,R1001,C-1002,PM-1126,SID-1001,C20420
TRX100125,ORD565175,05/03/2024,3,P3193,R1002,C-1002,PM-1127,SID-1002,C27082
TRX100460,ORD599232,05/03/2024,5,P9484,R1003,C-1002,PM-1122,SID-1003,C22334
TRX102840,ORD689989,05/03/2024,4,P2653,R1004,C-1002,PM-1123,SID-1001,C26039
TRX104417,ORD596622,05/03/2024,5,P0126,R1005,C-1002,PM-1124,SID-1002,C21225
TRX104373,ORD578815,06/03/2024,2,P6794,R1006,C-1003,PM-1125,SID-1001,C29961
TRX101048,ORD611971,06/03/2024,7,P5552,R1007,C-1002,PM-1126,SID-1002,C29709
